lead_id,first_name,last_name,email,company,lead_source,lead_status,is_mql,created_date,converted_account_id,converted_date
LEAD000758,Avery,Lindqvist,avery.lindqvist758@compass.com,Ironwood & Co., Referral,New,false,2026-03-15,,
LEAD000759,Riley,Kearney,riley.kearney759@outlook.com,Summit Realty,,Working,true,2025-04-02,,
LEAD000760,Quinn,Whitfield,quinn.whitfield760@outlook.com,Cypress Real Estate,Webinar,Nurturing,true,2025-08-29,,
LEAD000761,Bianca,Kearney,bianca.kearney761@realtyco.com,Cornerstone Properties,Social,New,false,2023-11-24,,
LEAD000762,Julian,Kaplan,julian.kaplan762@realtyco.com,Ridgeline Partners,Paid Search,Working,true,2025-07-26,,
LEAD000763,Quinn,Whitfield,quinn.whitfield763@outlook.com,Lakeshore Group,Webinar,New,false,2024-02-27,,
LEAD000764,Grant,Whitfield,grant.whitfield764@kw.com,Beacon Realty,Conference,Nurturing,false,2023-08-20,,
LEAD000765,Theo,Nakamura,theo.nakamura765@gmail.com,Lakeshore Group,Cold Outreach,Working,false,2023-05-11,,
LEAD000766,Owen,Nakamura,owen.nakamura766@realtyco.com,Foxglove Properties,Webinar,Nurturing,false,2024-07-10,,
LEAD000767,Maya,Castellanos,maya.castellanos767@kw.com,Cypress Realty,Social,New,false,2023-06-04,,
LEAD000768,Noel,Petrova,noel.petrova768@compass.com,Meridian Realty,Webinar,Working,true,2024-07-09,,
LEAD000769,Naomi,Ahmed,naomi.ahmed769@gmail.com,Cornerstone Partners,Referral,New,false,2026-04-04,,
LEAD000770,Jordan,Moreau,jordan.moreau770@realtyco.com,Summit Partners,Paid Search,Working,false,2025-09-01,,
LEAD000771,Skyler,Whitfield,skyler.whitfield771@gmail.com,Beacon Properties,Paid Search,Disqualified,false,2025-11-16,,
LEAD000772,Noel,Castellanos,noel.castellanos772@realtyco.com,Blackwood Real Estate,Referral,New,false,2025-12-18,,
LEAD000773,Priya,Whitfield,priya.whitfield773@compass.com,Lakeshore Real Estate,Social,Nurturing,true,2023-02-09,,
LEAD000774,Naomi,Rinaldi,naomi.rinaldi774@kw.com,Meridian & Co.,,Nurturing,true,2024-07-18,,
LEAD000775,Theo,Petrova,theo.petrova775@compass.com,Summit Real Estate,Referral,New,false,2023-08-14,,
LEAD000776,Casey,Whitfield,casey.whitfield776@kw.com,Cornerstone & Co.,Organic Search,Qualified,false,2024-05-06,,
LEAD000777,Elena,Ahmed,elena.ahmed777@outlook.com,Foxglove Group,Webinar,Nurturing,true,2024-07-05,,
LEAD000778,Owen,Halvorsen,owen.halvorsen778@outlook.com,Blackwood Properties,Organic Search,Working,false,2023-01-13,,
LEAD000779,Devin,Delgado,devin.delgado779@outlook.com,Beacon Group,Paid Search,New,false,2025-04-15,,
LEAD000780,Rowan,Whitfield,rowan.whitfield780@gmail.com,Cornerstone Real Estate,Conference,Working,true,2024-01-10,,
LEAD000781,Julian,Whitfield,julian.whitfield781@realtyco.com,Summit Group,Conference,Working,true,2023-09-28,,
LEAD000782,Maya,Osei,maya.osei782@realtyco.com,Foxglove Realty,Organic Search,Qualified,false,2024-06-07,,
LEAD000783,Noel,Ahmed,noel.ahmed783@kw.com,Cornerstone Real Estate,Referral,Nurturing,true,2025-11-10,,
LEAD000784,Maya,Petrova,maya.petrova784@gmail.com,Ironwood Partners,Referral,Working,false,2025-04-21,,
LEAD000785,Theo,Bautista,theo.bautista785@compass.com,Blackwood Real Estate,Conference,New,false,2025-04-15,,
LEAD000786,Camille,Nakamura,camille.nakamura786@outlook.com,Ridgeline Partners,Paid Search,Nurturing,true,2023-10-04,,
LEAD000787,Casey,Whitfield,casey.whitfield787@compass.com,Meridian Partners,Partner,Disqualified,false,2025-02-25,,
LEAD000788,Quinn,Delgado,quinn.delgado788@compass.com,Foxglove Properties,Partner,Nurturing,true,2024-12-07,,
LEAD000789,Felix,Kearney,felix.kearney789@kw.com,Ironwood Real Estate,Webinar,Nurturing,true,2024-05-22,,
LEAD000790,Maya,Halvorsen,maya.halvorsen790@gmail.com,Cornerstone Group,Referral,New,false,2025-07-12,,
LEAD000791,Owen,Nakamura,owen.nakamura791@compass.com,Cypress & Co.,Conference,Qualified,true,2023-04-11,ACC00713,2023-04-26
LEAD000792,Theo,Kaplan,theo.kaplan792@gmail.com,Foxglove & Co.,referral,Working,false,2023-11-13,,
LEAD000793,Noel,Castellanos,noel.castellanos793@realtyco.com,Stonebridge Real Estate,Organic Search,Qualified,true,2026-06-17,ACC00676,2026-06-22
LEAD000794,Marcus,Moreau,marcus.moreau794@realtyco.com,Ridgeline & Co.,Webinar,Nurturing,false,2023-02-04,,
LEAD000795,Camille,Castellanos,camille.castellanos795@outlook.com,Blackwood Realty,Partner,Qualified,true,2023-03-09,ACC00519,2023-03-22
LEAD000796,Maya,Castellanos,maya.castellanos796@kw.com,Ironwood Partners,Referral,New,false,2023-04-24,,
LEAD000797,Theo,Moreau,theo.moreau797@compass.com,Summit & Co.,Partner,Disqualified,false,2024-06-18,,
LEAD000798,Devin,Petrova,devin.petrova798@gmail.com,Beacon Real Estate, Referral,Working,true,2025-12-29,,
LEAD000799,Morgan,Bautista,morgan.bautista799@realtyco.com,Summit Group,Cold Outreach,New,false,2025-05-31,,
LEAD000800,Rowan,Lindqvist,rowan.lindqvist800@outlook.com,Harbor & Co.,Conference,New,false,2025-10-02,,
LEAD000801,Skyler,Halvorsen,skyler.halvorsen801@kw.com,Beacon Properties,Partner,New,false,2024-10-08,,
LEAD000802,Naomi,Nakamura,naomi.nakamura802@outlook.com,Ironwood Realty,Social,Working,false,2023-05-31,,
LEAD000803,Grant,Nakamura,grant.nakamura803@gmail.com,Meridian Properties,Referral,Qualified,true,2023-04-03,ACC00485,2023-05-22
LEAD000804,Skyler,Delgado,skyler.delgado804@realtyco.com,Blackwood Partners,Paid Search,Qualified,true,2025-07-30,,
LEAD000805,Theo,Whitfield,theo.whitfield805@compass.com,Ironwood Properties,Social,Working,false,2024-07-08,,
LEAD000806,Priya,Kaplan,priya.kaplan806@compass.com,Harbor Partners,Social,New,false,2023-01-11,,
LEAD000807,Naomi,Okonkwo,naomi.okonkwo807@outlook.com,Cypress Real Estate,Cold Outreach,Qualified,true,2026-02-15,,
LEAD000808,Elena,Thornton,elena.thornton808@gmail.com,Cypress Group,Webinar,New,false,2025-02-24,,
LEAD000809,Owen,Whitfield,owen.whitfield809@gmail.com,Lakeshore Partners,Cold Outreach,New,false,2024-12-06,,
LEAD000810,Elena,Ahmed,elena.ahmed810@gmail.com,Foxglove Partners,Cold Outreach,Qualified,false,2025-03-14,,
LEAD000811,Avery,Okonkwo,avery.okonkwo811@realtyco.com,Harbor Real Estate,Paid Search,Qualified,true,2024-08-06,ACC00547,2024-08-29
LEAD000812,Avery,Bergstrom,avery.bergstrom812@outlook.com,Meridian Partners,Referral,New,false,2026-05-22,,
LEAD000813,Noel,Nakamura,noel.nakamura813@compass.com,Cypress Partners,Webinar,Disqualified,false,2023-03-23,,
LEAD000814,Grant,Ahmed,grant.ahmed814@kw.com,Lakeshore Properties,Social,New,false,2023-02-13,,
LEAD000815,Theo,Vasquez,theo.vasquez815@compass.com,Cornerstone Properties,Partner,Working,false,2023-07-05,,
LEAD000816,Priya,Osei,priya.osei816@kw.com,Blackwood Group,,New,false,2023-09-28,,
LEAD000817,Avery,Bautista,avery.bautista817@compass.com,Stonebridge Real Estate,Paid Search,Nurturing,true,2025-11-04,,
LEAD000818,Jordan,Nakamura,jordan.nakamura818@realtyco.com,Cornerstone Realty,Organic Search,Nurturing,true,2023-03-26,,
LEAD000819,Grant,Castellanos,grant.castellanos819@realtyco.com,Cypress Group,Partner,Working,true,2025-03-09,,
LEAD000820,Priya,Nakamura,priya.nakamura820@compass.com,Foxglove Partners,Webinar,New,false,2025-03-28,,
LEAD000821,Jordan,Lindqvist,jordan.lindqvist821@kw.com,Foxglove Realty,Referral,Nurturing,true,2025-07-20,,
LEAD000822,Elena,Thornton,elena.thornton822@compass.com,Foxglove & Co.,Conference,Qualified,false,2024-07-24,,
LEAD000823,Naomi,Delgado,naomi.delgado823@gmail.com,Meridian Real Estate,Social,Working,true,2023-06-13,,
LEAD000824,Rowan,Ahmed,rowan.ahmed824@outlook.com,Ironwood Properties,Social,Disqualified,false,2025-05-12,,
LEAD000825,Rowan,Vasquez,rowan.vasquez825@gmail.com,Ridgeline & Co.,Partner,Working,true,2026-03-26,,
LEAD000826,Felix,Kearney,felix.kearney826@kw.com,Summit Properties,Paid Search,Nurturing,false,2024-09-08,,
LEAD000827,Owen,Petrova,owen.petrova827@outlook.com,Summit Partners,Cold Outreach,New,false,2023-04-10,,
LEAD000828,Noel,Bergstrom,noel.bergstrom828@gmail.com,Foxglove & Co.,Paid Search,Nurturing,true,2025-06-07,,
LEAD000829,Avery,Kearney,avery.kearney829@gmail.com,Meridian Realty,,New,false,2026-04-18,,
LEAD000830,Quinn,Okonkwo,quinn.okonkwo830@realtyco.com,Ridgeline & Co.,Paid Search,Nurturing,true,2024-04-30,,
LEAD000831,Julian,Thornton,julian.thornton831@gmail.com,Meridian & Co.,Social,Working,false,2026-03-10,,
LEAD000832,Noel,Okonkwo,noel.okonkwo832@kw.com,Blackwood & Co.,,Qualified,true,2023-04-12,ACC00291,2023-06-06
LEAD000833,Elena,Castellanos,elena.castellanos833@compass.com,Blackwood & Co.,Cold Outreach,Nurturing,true,2023-03-31,,
LEAD000834,Priya,Bergstrom,priya.bergstrom834@realtyco.com,Cypress Properties,organic search,Qualified,true,2025-11-18,ACC00290,2025-12-13
LEAD000835,Marcus,Vasquez,marcus.vasquez835@realtyco.com,Ridgeline Realty,Partner,New,false,2025-03-26,,
LEAD000836,Camille,Halvorsen,camille.halvorsen836@outlook.com,Ironwood Realty,Cold Outreach,Working,false,2023-04-18,,
LEAD000837,Casey,Lindqvist,casey.lindqvist837@kw.com,Foxglove Properties,,New,false,2026-01-14,,
LEAD000838,Tessa,Petrova,tessa.petrova838@compass.com,Lakeshore Realty,Referral,New,false,2023-02-02,,
LEAD000839,Riley,Thornton,riley.thornton839@gmail.com,Ironwood Partners,,Working,false,2024-02-12,,
LEAD000840,Priya,Osei,priya.osei840@realtyco.com,Ridgeline Properties,Cold Outreach,Nurturing,true,2023-04-21,,
LEAD000841,Riley,Delgado,riley.delgado841@gmail.com,Stonebridge Partners,Cold Outreach,Nurturing,false,2024-05-17,,
LEAD000842,Felix,Thornton,felix.thornton842@kw.com,Meridian Realty,Organic Search,Disqualified,false,2024-03-13,,
LEAD000843,Priya,Rinaldi,priya.rinaldi843@realtyco.com,Stonebridge Partners,Organic Search,Qualified,true,2023-09-10,ACC00375,2023-10-10
LEAD000844,Tessa,Vasquez,tessa.vasquez844@compass.com,Beacon Group,Organic Search,Working,true,2025-03-06,,
LEAD000845,Sasha,Rinaldi,sasha.rinaldi845@kw.com,Beacon & Co.,Paid Search,Qualified,true,2025-03-21,,
LEAD000846,Elena,Bergstrom,elena.bergstrom846@kw.com,Beacon Properties,Organic Search,Nurturing,true,2023-01-13,,
LEAD000847,Casey,Halvorsen,casey.halvorsen847@realtyco.com,Summit Properties,Referral,Working,false,2024-03-11,,
LEAD000848,Casey,Vasquez,casey.vasquez848@kw.com,Ironwood Real Estate,Referral,Disqualified,false,2024-05-06,,
LEAD000849,Bianca,Nakamura,bianca.nakamura849@compass.com,Lakeshore & Co.,Referral,Qualified,true,2024-06-12,ACC00789,2024-06-29
LEAD000850,Casey,Bergstrom,casey.bergstrom850@gmail.com,Ironwood Real Estate,Paid Search,Disqualified,false,2024-01-09,,
LEAD000851,Skyler,Bergstrom,skyler.bergstrom851@realtyco.com,Beacon & Co.,Conference,New,false,2023-12-25,,
LEAD000852,Riley,Bautista,riley.bautista852@realtyco.com,Blackwood & Co.,Paid Search,Qualified,true,2023-11-02,,
LEAD000853,Noel,Okonkwo,noel.okonkwo853@compass.com,Cornerstone Realty,Cold Outreach,Qualified,true,2025-06-25,ACC00791,2025-07-10
LEAD000854,Maya,Petrova,maya.petrova854@kw.com,Foxglove & Co.,Webinar,New,false,2024-08-05,,
LEAD000855,Casey,Castellanos,casey.castellanos855@gmail.com,Ironwood & Co.,Social,New,false,2025-10-06,,
LEAD000856,Owen,Okonkwo,owen.okonkwo856@kw.com,Summit Properties,Partner,Qualified,true,2025-03-26,ACC00319,2025-05-19
LEAD000857,Jordan,Bergstrom,jordan.bergstrom857@outlook.com,Foxglove Group,Paid Search,Qualified,true,2025-02-14,,
LEAD000858,Jordan,Halvorsen,jordan.halvorsen858@kw.com,Beacon Group,Paid Search,New,false,2024-09-01,,
LEAD000859,Owen,Nakamura,owen.nakamura859@gmail.com,Ironwood Properties,Social,Working,true,2025-05-26,,
LEAD000860,Jordan,Bergstrom,jordan.bergstrom860@kw.com,Blackwood Partners,Webinar,Qualified,false,2025-04-09,ACC00777,2025-06-05
LEAD000861,Marcus,Rinaldi,marcus.rinaldi861@outlook.com,Meridian & Co.,Cold Outreach,Qualified,false,2024-07-01,ACC00323,2024-08-06
LEAD000862,Grant,Halvorsen,grant.halvorsen862@gmail.com,Blackwood Real Estate,Conference,Nurturing,false,2026-03-22,,
LEAD000863,Owen,Osei,owen.osei863@realtyco.com,Meridian & Co.,Cold Outreach,New,false,2023-03-12,,
LEAD000864,Grant,Delgado,grant.delgado864@outlook.com,Ridgeline Properties,Partner,Working,false,2023-10-20,,
LEAD000865,Bianca,Ahmed,bianca.ahmed865@compass.com,Foxglove Realty,Organic Search,Nurturing,false,2025-02-19,,
LEAD000866,Morgan,Vasquez,morgan.vasquez866@realtyco.com,Summit Realty,Conference,Working,false,2026-06-15,,
LEAD000867,Quinn,Rinaldi,quinn.rinaldi867@compass.com,Stonebridge Group,Referral,Nurturing,false,2025-06-13,,
LEAD000868,Marcus,Nakamura,marcus.nakamura868@compass.com,Stonebridge Partners,Cold Outreach,Nurturing,true,2023-11-27,,
LEAD000869,Owen,Bautista,owen.bautista869@compass.com,Foxglove Partners,Referral,Working,true,2025-12-13,,
LEAD000870,Grant,Kearney,grant.kearney870@outlook.com,Stonebridge & Co.,organic search,Disqualified,false,2024-08-17,,
LEAD000871,Elena,Thornton,elena.thornton871@compass.com,Cypress Group,Conference,Disqualified,false,2025-03-31,,
LEAD000872,Noel,Whitfield,noel.whitfield872@kw.com,Cornerstone & Co.,Partner,Qualified,true,2024-10-26,ACC00014,2024-12-18
LEAD000873,Avery,Rinaldi,avery.rinaldi873@compass.com,Summit Real Estate,Webinar,New,false,2023-11-12,,
LEAD000874,Casey,Osei,casey.osei874@kw.com,Lakeshore Group,Partner,New,false,2023-06-21,,
LEAD000875,Priya,Rinaldi,priya.rinaldi875@compass.com,Ironwood Group,Partner,Working,true,2025-11-03,,
LEAD000876,Devin,Halvorsen,devin.halvorsen876@realtyco.com,Summit Realty,Organic Search,Nurturing,true,2024-12-22,,
LEAD000877,Owen,Rinaldi,owen.rinaldi877@realtyco.com,Harbor Partners,Partner,Qualified,true,2024-11-22,ACC00104,2024-11-28
LEAD000878,Elena,Vasquez,elena.vasquez878@gmail.com,Cypress Real Estate,Referral,Working,true,2023-08-07,,
LEAD000879,Marcus,Whitfield,marcus.whitfield879@compass.com,Ironwood Realty,Webinar,Working,true,2023-10-22,,
LEAD000880,Rowan,Vasquez,rowan.vasquez880@kw.com,Cornerstone Realty,Paid Search,Disqualified,false,2025-08-20,,
LEAD000881,Theo,Lindqvist,theo.lindqvist881@outlook.com,Summit & Co.,Referral,Working,true,2024-07-02,,
LEAD000882,Jordan,Kearney,jordan.kearney882@realtyco.com,Stonebridge Realty,,Nurturing,true,2026-06-06,,
LEAD000883,Grant,Whitfield,grant.whitfield883@compass.com,Beacon Properties,Partner,Qualified,false,2026-04-10,ACC00407,2026-05-14
LEAD000884,Priya,Castellanos,priya.castellanos884@compass.com,Blackwood Real Estate,Conference,Working,true,2026-02-11,,
LEAD000885,Priya,Okonkwo,priya.okonkwo885@kw.com,Blackwood Real Estate,Webinar,Qualified,false,2025-08-08,,
LEAD000886,Avery,Vasquez,avery.vasquez886@compass.com,Foxglove Real Estate,Webinar,Qualified,true,2025-10-17,,
LEAD000887,Grant,Osei,grant.osei887@gmail.com,Cornerstone Realty,Referral,New,false,2023-01-03,,
LEAD000888,Devin,Bautista,devin.bautista888@realtyco.com,Ridgeline Realty,Referral,Qualified,true,2026-05-14,ACC00775,2026-05-29
LEAD000889,Bianca,Rinaldi,bianca.rinaldi889@realtyco.com,Meridian Group,Social,Working,false,2025-07-30,,
LEAD000890,Morgan,Lindqvist,morgan.lindqvist890@compass.com,Stonebridge Properties,Partner,Disqualified,false,2023-05-17,,
LEAD000891,Skyler,Whitfield,skyler.whitfield891@compass.com,Blackwood Realty,Referral,Qualified,true,2025-10-22,,
LEAD000892,Quinn,Bergstrom,quinn.bergstrom892@kw.com,Stonebridge Real Estate,Referral,Qualified,false,2024-03-26,ACC00663,2024-05-03
LEAD000893,Quinn,Rinaldi,quinn.rinaldi893@gmail.com,Beacon Properties,Social,Nurturing,false,2025-05-10,,
LEAD000894,Noel,Petrova,noel.petrova894@gmail.com,Cypress Realty,Webinar,Qualified,true,2024-01-08,ACC00206,2024-02-03
LEAD000895,Owen,Castellanos,owen.castellanos895@compass.com,Cypress Real Estate,Referral,Qualified,false,2024-08-26,ACC00450,2024-09-24
LEAD000896,Tessa,Castellanos,tessa.castellanos896@compass.com,Meridian Realty,Referral,Qualified,false,2024-04-27,ACC00229,2024-06-08
LEAD000897,Quinn,Bergstrom,quinn.bergstrom897@kw.com,Lakeshore Group,,Qualified,false,2025-08-23,,
LEAD000898,Maya,Kearney,maya.kearney898@compass.com,Lakeshore & Co.,Paid Search,Qualified,true,2025-07-06,,
LEAD000899,Naomi,Rinaldi,naomi.rinaldi899@compass.com,Harbor Real Estate,Social,New,false,2025-05-11,,
LEAD000900,Sasha,Okonkwo,sasha.okonkwo900@compass.com,Harbor Group,Webinar,New,false,2025-07-15,,
LEAD000901,Camille,Okonkwo,camille.okonkwo901@kw.com,Ridgeline Partners,Conference,Disqualified,false,2026-02-16,,
LEAD000902,Sasha,Delgado,sasha.delgado902@outlook.com,Cypress Realty,Conference,Working,false,2025-11-01,,
LEAD000903,Avery,Halvorsen,avery.halvorsen903@compass.com,Summit & Co.,Organic Search,Qualified,false,2025-03-27,ACC00755,2025-05-09
LEAD000904,Felix,Kaplan,felix.kaplan904@gmail.com,Cypress Properties,Organic Search,Qualified,false,2026-01-25,ACC00300,2026-02-21
LEAD000905,Avery,Halvorsen,avery.halvorsen905@gmail.com,Harbor Realty,Partner,Qualified,true,2023-01-15,,
LEAD000906,Casey,Bergstrom,casey.bergstrom906@outlook.com,Cornerstone Group,Referral,Nurturing,false,2025-09-12,,
LEAD000907,Owen,Osei,owen.osei907@realtyco.com,Summit Partners,Social,Working,true,2024-09-14,,
LEAD000908,Julian,Bautista,julian.bautista908@outlook.com,Lakeshore Group,Partner,Qualified,false,2026-06-11,,
LEAD000909,Avery,Halvorsen,avery.halvorsen909@outlook.com,Harbor Group,Webinar,Qualified,true,2025-06-24,,
LEAD000910,Naomi,Okonkwo,naomi.okonkwo910@outlook.com,Foxglove Realty,Social,New,false,2024-10-13,,
LEAD000911,Owen,Halvorsen,owen.halvorsen911@realtyco.com,Lakeshore Real Estate,Webinar,Qualified,true,2026-06-19,ACC00058,2026-06-24
LEAD000912,Morgan,Kaplan,morgan.kaplan912@gmail.com,Ridgeline Properties,Organic Search,New,false,2024-09-29,,
LEAD000913,Naomi,Vasquez,naomi.vasquez913@gmail.com,Lakeshore & Co.,Webinar,Disqualified,false,2023-04-11,,
LEAD000914,Noel,Kearney,noel.kearney914@kw.com,Meridian Partners,Organic Search,Working,true,2026-05-17,,
LEAD000915,Casey,Bergstrom,casey.bergstrom915@realtyco.com,Ironwood Partners,Conference,Nurturing,true,2024-09-11,,
LEAD000916,Marcus,Whitfield,marcus.whitfield916@realtyco.com,Summit Realty,Partner,Working,true,2024-04-19,,
LEAD000917,Casey,Vasquez,casey.vasquez917@outlook.com,Harbor Group,Webinar,Nurturing,true,2025-09-09,,
LEAD000918,Camille,Thornton,camille.thornton918@kw.com,Cornerstone Realty,Referral,New,false,2025-07-16,,
LEAD000919,Owen,Petrova,owen.petrova919@gmail.com,Lakeshore Real Estate,Webinar,New,false,2026-02-19,,
LEAD000920,Devin,Lindqvist,devin.lindqvist920@kw.com,Stonebridge Group,Webinar,Working,true,2023-12-02,,
LEAD000921,Devin,Ahmed,devin.ahmed921@outlook.com,Blackwood Group,Webinar,Qualified,false,2026-01-05,ACC00063,2026-02-06
LEAD000922,Camille,Ahmed,camille.ahmed922@gmail.com,Foxglove Partners,Referral,Qualified,true,2025-03-07,ACC00822,2025-03-28
LEAD000923,Theo,Moreau,theo.moreau923@outlook.com,Harbor Real Estate,Organic Search,Disqualified,false,2025-05-19,,
LEAD000924,Grant,Moreau,grant.moreau924@gmail.com,Cornerstone Group,Organic Search,Disqualified,false,2025-04-08,,
LEAD000925,Elena,Halvorsen,elena.halvorsen925@kw.com,Beacon Group,Paid Search,Nurturing,true,2025-03-02,,
LEAD000926,Casey,Castellanos,casey.castellanos926@gmail.com,Ridgeline Partners,Partner,Qualified,false,2026-01-02,ACC00634,2026-01-17
LEAD000927,Naomi,Thornton,naomi.thornton927@compass.com,Cornerstone Partners,Partner,New,false,2023-03-02,,
LEAD000928,Noel,Rinaldi,noel.rinaldi928@kw.com,Harbor Realty,Organic Search,Working,true,2025-07-30,,
LEAD000929,Priya,Petrova,priya.petrova929@gmail.com,Ridgeline Properties,Conference,Disqualified,false,2024-05-07,,
LEAD000930,Casey,Bergstrom,casey.bergstrom930@kw.com,Ironwood Real Estate,,Disqualified,false,2024-07-04,,
LEAD000931,Rowan,Osei,rowan.osei931@kw.com,Beacon Real Estate,Cold Outreach,New,false,2025-09-26,,
LEAD000932,Riley,Vasquez,riley.vasquez932@realtyco.com,Blackwood Realty,Conference,Working,true,2023-11-03,,
LEAD000933,Skyler,Bergstrom,skyler.bergstrom933@kw.com,Blackwood Properties,Organic Search,Disqualified,false,2024-12-18,,
LEAD000934,Noel,Okonkwo,noel.okonkwo934@compass.com,Meridian Group,Partner,Qualified,false,2023-08-14,ACC00199,2023-08-21
LEAD000935,Naomi,Petrova,naomi.petrova935@kw.com,Ironwood Group,Cold Outreach,Qualified,false,2026-06-08,ACC00134,2026-07-12
LEAD000936,Marcus,Okonkwo,marcus.okonkwo936@compass.com,Lakeshore Realty,Webinar,Disqualified,false,2023-02-23,,
LEAD000937,Quinn,Vasquez,quinn.vasquez937@realtyco.com,Blackwood & Co.,Organic Search,Qualified,true,2024-12-04,,
LEAD000938,Sasha,Petrova,sasha.petrova938@gmail.com,Blackwood Partners,Referral,Working,false,2025-09-12,,
LEAD000939,Rowan,Kaplan,rowan.kaplan939@kw.com,Blackwood Real Estate,Cold Outreach,Qualified,false,2024-06-01,ACC00738,2024-06-27
LEAD000940,Casey,Thornton,casey.thornton940@compass.com,Beacon Real Estate,Organic Search,Working,false,2023-07-10,,
LEAD000941,Skyler,Kaplan,skyler.kaplan941@kw.com,Beacon & Co.,Paid Search,Working,true,2023-10-02,,
LEAD000942,Morgan,Bautista,morgan.bautista942@gmail.com,Harbor & Co.,Paid Search,Nurturing,false,2024-02-02,,
LEAD000943,Camille,Bergstrom,camille.bergstrom943@gmail.com,Harbor Group,Conference,New,false,2023-06-25,,
LEAD000944,Rowan,Osei,rowan.osei944@gmail.com,Beacon Real Estate,Partner,New,false,2025-09-12,,
LEAD000945,Riley,Kearney,riley.kearney945@kw.com,Blackwood Properties,,Qualified,true,2025-07-23,ACC00184,2025-08-15
LEAD000946,Julian,Okonkwo,julian.okonkwo946@outlook.com,Cornerstone & Co.,Paid Search,Nurturing,true,2025-04-12,,
LEAD000947,Elena,Nakamura,elena.nakamura947@compass.com,Ironwood Group,paid search,New,false,2024-02-06,,
LEAD000948,Naomi,Vasquez,naomi.vasquez948@realtyco.com,Stonebridge Realty,Cold Outreach,New,false,2023-02-08,,
LEAD000949,Morgan,Lindqvist,morgan.lindqvist949@gmail.com,Blackwood Group,Paid Search,New,false,2023-11-11,,
LEAD000950,Felix,Castellanos,felix.castellanos950@outlook.com,Stonebridge Real Estate,Organic Search,Disqualified,false,2023-02-09,,
LEAD000951,Casey,Castellanos,casey.castellanos951@compass.com,Ridgeline Properties, Referral,Working,false,2023-10-05,,
LEAD000952,Jordan,Thornton,jordan.thornton952@realtyco.com,Cypress Group,referral,Qualified,true,2025-02-12,ACC00175,2025-02-28
LEAD000953,Bianca,Moreau,bianca.moreau953@compass.com,Ironwood Realty,Webinar,Working,false,2024-01-30,,
LEAD000954,Quinn,Bergstrom,quinn.bergstrom954@outlook.com,Cornerstone Group,Conference,Qualified,true,2026-05-09,ACC00668,2026-06-02
LEAD000955,Noel,Lindqvist,noel.lindqvist955@realtyco.com,Meridian Real Estate,Social,New,false,2024-09-02,,
LEAD000956,Tessa,Osei,tessa.osei956@compass.com,Lakeshore Properties,Conference,New,false,2024-01-31,,
LEAD000957,Tessa,Rinaldi,tessa.rinaldi957@realtyco.com,Ridgeline Real Estate,Webinar,Nurturing,true,2025-08-27,,
LEAD000958,Rowan,Thornton,rowan.thornton958@kw.com,Lakeshore Group,Organic Search,Working,true,2025-04-08,,
LEAD000959,Riley,Ahmed,riley.ahmed959@outlook.com,Foxglove Real Estate,Partner,Working,true,2025-09-26,,
LEAD000960,Tessa,Osei,tessa.osei960@outlook.com,Ironwood Real Estate,Organic Search,Working,false,2024-09-06,,
LEAD000961,Quinn,Lindqvist,quinn.lindqvist961@realtyco.com,Foxglove Properties,Conference,Working,true,2025-06-23,,
LEAD000962,Sasha,Osei,sasha.osei962@outlook.com,Stonebridge Partners,Cold Outreach,New,false,2023-09-18,,
LEAD000963,Camille,Castellanos,camille.castellanos963@outlook.com,Stonebridge & Co.,organic search,Qualified,true,2024-09-01,ACC00804,2024-09-30
LEAD000964,Rowan,Vasquez,rowan.vasquez964@compass.com,Lakeshore Real Estate,Webinar,Working,false,2024-07-09,,
LEAD000965,Rowan,Whitfield,rowan.whitfield965@kw.com,Meridian & Co.,Organic Search,Working,true,2025-04-25,,
LEAD000966,Theo,Kearney,theo.kearney966@gmail.com,Harbor Partners,Partner,Qualified,false,2023-06-08,ACC00135,2023-07-13
LEAD000967,Owen,Delgado,owen.delgado967@outlook.com,Beacon Properties,,New,false,2025-08-03,,
LEAD000968,Noel,Okonkwo,noel.okonkwo968@realtyco.com,Cypress Real Estate,Referral,Disqualified,false,2025-08-23,,
LEAD000969,Tessa,Halvorsen,tessa.halvorsen969@outlook.com,Harbor Group,Paid Search,Qualified,true,2026-02-08,ACC00584,2026-02-18
LEAD000970,Skyler,Lindqvist,skyler.lindqvist970@compass.com,Foxglove Properties,Partner,Qualified,true,2025-06-24,,
LEAD000971,Maya,Lindqvist,maya.lindqvist971@outlook.com,Stonebridge Real Estate,Partner,Qualified,false,2024-12-06,ACC00171,2025-01-07
LEAD000972,Bianca,Lindqvist,bianca.lindqvist972@compass.com,Foxglove Realty,Webinar,Nurturing,false,2023-01-24,,
LEAD000973,Morgan,Nakamura,morgan.nakamura973@gmail.com,Meridian Partners,Partner,Nurturing,true,2025-04-27,,
LEAD000974,Grant,Whitfield,grant.whitfield974@gmail.com,Summit Realty,Webinar,Working,false,2025-04-23,,
LEAD000975,Morgan,Nakamura,morgan.nakamura975@compass.com,Blackwood & Co.,Paid Search,Working,true,2024-12-17,,
LEAD000976,Riley,Delgado,riley.delgado976@kw.com,Foxglove Partners,Webinar,Working,false,2024-04-08,,
LEAD000977,Grant,Delgado,grant.delgado977@realtyco.com,Harbor & Co.,Organic Search,Nurturing,true,2024-07-14,,
